"from","to","value"
"GRMZM2G068575","GRMZM2G072850","0.0143183104647386"
"GRMZM2G152135","GRMZM2G375675","0.0143162614215233"
"GRMZM2G147145","GRMZM2G101938","0.0143023993771333"
"GRMZM2G175258","GRMZM2G107609","0.0142912982759141"
"GRMZM2G089491","GRMZM2G116881","0.0142445030871634"
"GRMZM2G459432","AC203754.4_FG008","0.0142395147872422"
"GRMZM2G102779","GRMZM2G020594","0.0142359659257248"
"GRMZM2G170351","GRMZM2G477340","0.0142264163365977"
"GRMZM2G152447","GRMZM2G152373","0.0141633724551721"
"GRMZM2G126812","GRMZM2G068575","0.0141198589045699"
"GRMZM2G067350","GRMZM2G419267","0.0141127967140007"
"GRMZM2G170742","GRMZM2G172794","0.0141068614578792"
"GRMZM2G331833","GRMZM2G327199","0.0141035733699046"
"GRMZM2G137375","GRMZM2G021433","0.0140992282669441"
"LUT","GRMZM5G838420","0.0140899144639369"
"AC","GRMZM2G089565","0.0140879800504396"
"GRMZM2G340807","GRMZM2G135314","0.0140877660600502"
"GRMZM2G394237","GRMZM2G089565","0.0140829191903716"
"GRMZM2G327199","GRMZM2G028129","0.0140600241822305"
"GRMZM2G362281","GRMZM2G157481","0.0140590138419908"
"GRMZM2G174621","GRMZM2G170351","0.0140563520749539"
"GRMZM2G331833","GRMZM2G174949","0.0140347429605829"
"GRMZM2G154460","GRMZM2G174621","0.014012163558357"
"GRMZM2G175258","GRMZM2G032222","0.0139999498146247"
"GRMZM2G394237","GRMZM2G320298","0.0139938726005791"
"GRMZM2G154460","GRMZM2G375675","0.0139843941559036"
"GRMZM2G362281","GRMZM2G068575","0.0139549854746623"
"GRMZM2G174236","GRMZM2G513713","0.0139518558370677"
"GRMZM5G856837","GRMZM2G327199","0.0139439236475462"
"GRMZM2G100727","GRMZM2G170351","0.0138980655987245"
"GRMZM2G340807","GRMZM2G021433","0.013886178577584"
"GRMZM2G154078","GRMZM2G126812","0.0138772529847531"
"GRMZM2G109547","GRMZM2G031568","0.0138606009443419"
"GRMZM2G149230","GRMZM2G174621","0.0138431175121207"
"GRMZM5G856837","GRMZM2G057690","0.0138402983344268"
"AC","GRMZM2G012966","0.0138305116268353"
"GRMZM2G149442","GRMZM2G052111","0.0138097075360938"
"GRMZM2G460861","GRMZM2G068575","0.013767558016264"
"GRMZM2G109547","GRMZM2G513713","0.0137516262184906"
"Bcry","GRMZM2G072850","0.0137310347048063"
"GRMZM2G109547","GRMZM2G151107","0.0137251254772378"
"GRMZM2G071270","GRMZM2G375675","0.0137188639349399"
"GRMZM2G331833","GRMZM5G871419","0.0137072264718751"
"GRMZM5G838420","GRMZM2G151107","0.0137053465032574"
"GRMZM2G477340","GRMZM2G028252","0.0136958273969567"
"GRMZM2G088834","GRMZM2G120069","0.0136658837167044"
"GRMZM2G052111","GRMZM2G081464","0.0136645483928043"
"GRMZM2G107609","AC208559.3_FG003","0.0136387672334698"
"GRMZM2G067350","GRMZM5G856837","0.013633636591734"
"GRMZM2G477340","AC208559.3_FG003","0.0136058013518857"
"GRMZM2G300348","GRMZM2G310362","0.0135986508456634"
"GRMZM2G017678","GRMZM2G052111","0.0135782114789728"
"GRMZM2G477340","GRMZM2G174949","0.0135720663182926"
"GRMZM2G082180","GRMZM2G017678","0.013557885151173"
"GRMZM2G071270","GRMZM2G154078","0.0135442024253586"
"GRMZM5G854880","GRMZM2G320298","0.0134989407815053"
"BC","GRMZM2G152135","0.0134977197583655"
"AC","GRMZM2G314546","0.0134958946236698"
"GRMZM2G131907","GRMZM2G042516","0.0134873823695421"
"GRMZM2G300348","GRMZM2G175258","0.0134862463768432"
"GRMZM2G109959","AC203754.4_FG008","0.0134652232476557"
"GRMZM2G152447","GRMZM2G082180","0.0134633919437468"
"GRMZM2G151107","GRMZM2G028252","0.0134450966046763"
"GRMZM2G020594","GRMZM5G838420","0.013432338526342"
"LUT","GRMZM2G089565","0.0134319465612386"
"GRMZM2G101938","GRMZM2G174949","0.0134197685487732"
"GRMZM5G856837","GRMZM2G068575","0.0133958771162979"
"GRMZM2G300348","GRMZM2G100727","0.0133952916613641"
"GRMZM2G035592","GRMZM2G375675","0.0133894929976624"
"GRMZM2G104955","GRMZM2G135314","0.013388902088039"
"GRMZM5G854880","AC208559.3_FG003","0.0133635315389357"
"GRMZM2G036409","GRMZM2G157481","0.0133626431069237"
"GRMZM2G108919","GRMZM2G170351","0.0133491920308969"
"GRMZM2G108457","GRMZM2G131907","0.0133155568626738"
"GRMZM2G340807","GRMZM2G131907","0.0132895048945449"
"GRMZM2G012966","GRMZM2G037335","0.0132872020415844"
"GRMZM2G152135","GRMZM2G177169","0.0132825140891064"
"GRMZM2G088834","GRMZM2G128214","0.0132730977589185"
"GRMZM2G172794","GRMZM2G167492","0.0132671521052474"
"GRMZM2G174860","GRMZM2G042516","0.013219724568369"
"GRMZM2G331833","GRMZM2G068575","0.0132093538139724"
"GRMZM2G067350","GRMZM2G174949","0.0132030465138828"
"GRMZM2G109547","GRMZM5G838420","0.0132016125525936"
"GRMZM5G871419","GRMZM2G477340","0.0131755190411971"
"GRMZM2G067350","GRMZM2G438438","0.0131587371475398"
"LUT","GRMZM2G310362","0.0131505648185337"
"GRMZM2G377904","GRMZM2G174860","0.013148045180394"
"GRMZM2G101938","GRMZM2G375675","0.0131405466445078"
"GRMZM2G301208","GRMZM2G151107","0.013123112412252"
"GRMZM2G170742","GRMZM2G071270","0.0131138271518818"
"GRMZM2G166099","GRMZM5G864903","0.0130965512581141"
"GRMZM2G569903","GRMZM2G701389","0.0130717331246875"
"GRMZM5G854880","GRMZM2G375675","0.0130656615346298"
"GRMZM2G128214","GRMZM2G331833","0.0130057277827649"
"GRMZM2G102779","GRMZM2G081464","0.0129895334652427"
"GRMZM2G419267","AC208559.3_FG003","0.0129790940491414"
"BC","GRMZM2G170742","0.0129789145556066"
"GRMZM2G108919","GRMZM2G131907","0.0129687596089528"
"GRMZM2G108457","GRMZM2G327199","0.0129647520529575"
"GRMZM2G032222","GRMZM2G174949","0.0129528227958857"
"GRMZM2G166099","GRMZM2G042506","0.0129204799396784"
"GRMZM2G149442","AC203754.4_FG008","0.0129203978149734"
"GRMZM2G020594","GRMZM2G157481","0.0129187311462104"
"GRMZM2G101938","GRMZM2G021433","0.0129105402304896"
"GRMZM5G838420","GRMZM2G472945","0.0128761538757846"
"GRMZM2G377904","GRMZM2G031568","0.0128760180075519"
"GRMZM2G152135","GRMZM5G871419","0.0128732564059794"
"GRMZM2G701389","GRMZM2G301208","0.0128684197970252"
"GRMZM2G047720","GRMZM5G838420","0.0128539564233132"
"GRMZM5G838420","GRMZM2G167492","0.0128504109701998"
"GRMZM2G154460","GRMZM5G854880","0.0128190090531709"
"GRMZM2G010353","GRMZM2G052111","0.0128182097911061"
"GRMZM2G031568","GRMZM2G089565","0.0128100154417153"
"GRMZM2G035592","GRMZM2G438438","0.0128096436417058"
"GRMZM2G031568","GRMZM2G081464","0.0127996813434723"
"GRMZM5G854880","AC206840.3_FG002","0.0127924589933595"
"BC","GRMZM2G101938","0.012782604974978"
"GRMZM2G012966","GRMZM2G109959","0.0127730048112491"
"GRMZM2G031568","GRMZM2G101938","0.0127617753242809"
"GRMZM2G419267","GRMZM2G101938","0.0127614882333959"
"GRMZM2G459432","GRMZM2G174949","0.0127409595154105"
"GRMZM5G854880","GRMZM2G042506","0.012740424391611"
"GRMZM2G174621","GRMZM5G871419","0.0127214142799273"
"GRMZM2G088919","GRMZM2G035592","0.0127085591910803"
"GRMZM2G327199","GRMZM2G081464","0.0126990158362226"
"GRMZM2G082180","GRMZM2G042506","0.0126841528215265"
"GRMZM2G377904","GRMZM2G068575","0.0126669135395256"
"GRMZM2G310362","GRMZM2G047720","0.0126598945068659"
"GRMZM2G067350","GRMZM2G028129","0.0126533520219056"
"GRMZM2G088834","GRMZM2G042488","0.0126520897667633"
"GRMZM2G032222","GRMZM2G394237","0.0126460049188155"
"GRMZM2G331833","GRMZM5G854880","0.0126399202614518"
"GRMZM2G109547","GRMZM2G052111","0.0126260193540116"
"GRMZM2G459432","GRMZM2G137375","0.0126125953249227"
"GRMZM2G170742","GRMZM2G109547","0.0126007772984845"
"GRMZM2G177866","GRMZM2G152373","0.0125644999185407"
"GRMZM2G170351","GRMZM2G021514","0.0125609294293115"
"GRMZM2G101938","GRMZM2G137375","0.0125528796661514"
"GRMZM2G102779","GRMZM2G327199","0.0125375590156511"
"GRMZM2G102779","GRMZM2G035592","0.012526404641297"
"GRMZM2G300348","GRMZM2G170351","0.0125068853830571"
"GRMZM2G172794","GRMZM2G042516","0.0124997178702093"
"GRMZM2G167492","GRMZM2G477340","0.0124831672329757"
"AC203754.4_FG008","GRMZM2G068575","0.0124543066866499"
"GRMZM2G107609","GRMZM2G174949","0.0124477307966232"
"GRMZM2G154460","GRMZM2G142776","0.0124357962247104"
"GRMZM2G012966","GRMZM2G429899","0.0124245916834275"
"GRMZM5G871419","GRMZM2G170727","0.012405188743416"
"GRMZM2G057690","GRMZM2G072850","0.0124009656520885"
"GRMZM2G460861","GRMZM2G137375","0.0123994054793361"
"GRMZM2G459432","GRMZM5G871419","0.012387421663697"
"GRMZM2G377904","GRMZM2G126812","0.0123485561523366"
"GRMZM2G088834","GRMZM2G301208","0.0123426156379525"
"GRMZM2G088834","AC208559.3_FG003","0.0123426156379525"
"GRMZM2G109547","GRMZM5G871419","0.0123396019782231"
"GRMZM2G126812","AC203754.4_FG008","0.0123213408539184"
"GRMZM2G362281","GRMZM2G438438","0.0122967529233773"
"GRMZM2G088834","GRMZM2G472945","0.0122607561194162"
"GRMZM2G010353","GRMZM2G042516","0.0122482195813904"
"GRMZM2G082180","GRMZM2G072850","0.0122385508344152"
"GRMZM2G020594","GRMZM2G154460","0.0122308864232435"
"GRMZM2G331833","GRMZM2G170351","0.0122234521912014"
"GRMZM5G854880","GRMZM2G135314","0.0122204749156034"
"GRMZM2G170742","GRMZM2G042516","0.0122189651251841"
"GRMZM2G108919","GRMZM2G068575","0.0122113500327809"
"GRMZM2G036409","GRMZM2G301208","0.012207100238376"
"Bcry","GRMZM2G310362","0.0121921774885599"
"GRMZM2G128214","GRMZM2G172794","0.0121857146196384"
"GRMZM2G152447","GRMZM2G120069","0.012151396309266"
"LUT","ZEA","0.01213537"
"BC","GRMZM2G310362","0.0121287576729064"
"GRMZM5G871419","GRMZM2G042506","0.0121150931846802"
"GRMZM2G394237","AC203754.4_FG008","0.0121107285496354"
"GRMZM2G052111","GRMZM2G057690","0.0120887125919551"
"ZEA","GRMZM2G108919","0.012070019942051"
"GRMZM2G419267","GRMZM2G107609","0.0120682311932008"
"GRMZM2G152135","GRMZM2G037335","0.0120542521781268"
"GRMZM2G010353","GRMZM2G108919","0.0120493401434418"
"GRMZM2G174236","GRMZM2G157481","0.0120491004418"
"GRMZM5G838420","GRMZM2G174236","0.0120413424297129"
"GRMZM2G701389","GRMZM2G320298","0.0120220547864818"
"GRMZM2G438438","GRMZM2G170351","0.0120195749048756"
"GRMZM2G154460","GRMZM5G838420","0.0120135361910862"
"GRMZM2G300348","GRMZM2G459432","0.0120102575807354"
"GRMZM2G036409","GRMZM2G052111","0.0119922166743666"
"GRMZM2G067350","GRMZM2G120069","0.0119819164872997"
"GRMZM2G031568","GRMZM5G854880","0.011973311364765"
"GRMZM2G102779","GRMZM2G167492","0.0119722315848548"
"GRMZM2G377904","GRMZM2G037335","0.0119535403831112"
"GRMZM2G174860","GRMZM2G131907","0.01194050486261"
"GRMZM2G100727","GRMZM2G377904","0.0119356193950918"
"GRMZM2G128214","GRMZM2G174236","0.0119312857246783"
"GRMZM2G102779","GRMZM2G142776","0.0119301289980872"
"GRMZM2G142776","GRMZM5G881088","0.0119301289980872"
"GRMZM2G472945","GRMZM2G170727","0.0119139625526195"
"GRMZM2G102779","GRMZM2G089565","0.0119139558718817"
"GRMZM2G047720","GRMZM2G137375","0.0119036381019702"
"GRMZM2G701389","GRMZM2G035592","0.0119012621994535"
"GRMZM2G152135","GRMZM2G052111","0.0118725566751029"
"GRMZM2G174949","GRMZM2G042516","0.011858125106712"
"GRMZM2G102779","GRMZM5G871419","0.0118534386125911"
"GRMZM2G152373","GRMZM2G120069","0.0118451210273974"
"GRMZM2G089491","GRMZM2G513713","0.0118225442846067"
"GRMZM2G300348","GRMZM2G172794","0.0117974418818168"
"GRMZM2G088834","GRMZM2G151107","0.0117657191155277"
"GRMZM2G394237","GRMZM2G072850","0.0117366143453987"
"GRMZM2G149442","GRMZM2G131907","0.0117114028386435"
"GRMZM2G037335","GRMZM2G419267","0.011674226383347"
"GRMZM2G067350","GRMZM2G377904","0.0116594876292265"
"GRMZM2G101938","GRMZM2G081464","0.0116511934270303"
"GRMZM2G104955","GRMZM2G068575","0.0116506324965908"
"GRMZM2G170351","GRMZM2G052111","0.0116338845841048"
"GRMZM2G108457","GRMZM2G028252","0.0116191556825522"
"GRMZM2G569903","GRMZM2G128214","0.011608937358042"
"GRMZM2G108457","GRMZM2G135314","0.0116074797180536"
"GRMZM2G151706","GRMZM2G102779","0.0116000859616394"
"GRMZM2G152135","GRMZM2G377904","0.0115977066557666"
"GRMZM2G301208","AC203754.4_FG008","0.0115900474685087"
"GRMZM2G314546","AC208559.3_FG003","0.0115786817518234"
"GRMZM2G088834","GRMZM2G028252","0.0115592899285957"
"GRMZM2G104955","GRMZM2G174621","0.0115591983152314"
"GRMZM2G082180","GRMZM2G459432","0.011551060450553"
"GRMZM2G154460","GRMZM2G120069","0.0115300561414783"
"GRMZM2G154078","GRMZM2G477340","0.0115268817286185"
"GRMZM2G151706","GRMZM2G120069","0.0115155778222348"
"GRMZM2G142776","GRMZM2G151107","0.0115119291666774"
"GRMZM5G854880","GRMZM2G042516","0.0114654354813607"
"GRMZM2G109547","GRMZM2G107609","0.0114650205845853"
"GRMZM2G438438","GRMZM2G017678","0.0114642525053669"
"GRMZM2G149230","GRMZM2G429899","0.0114599030163414"
"GRMZM2G128214","AC208559.3_FG003","0.0114553455002778"
"ZEA","GRMZM2G032222","0.0114493109905436"
"GRMZM2G088834","GRMZM2G174860","0.0114375884180917"
"GRMZM2G107609","GRMZM2G151107","0.0114302742768551"
"GRMZM2G174860","GRMZM2G017678","0.0114244998674055"
"GRMZM2G438438","GRMZM2G301208","0.0114127689428681"
"GRMZM2G142776","GRMZM2G320298","0.0113938869967581"
"GRMZM2G166099","GRMZM2G037335","0.0113915128256438"
"GRMZM2G012966","GRMZM2G021514","0.0113913177928731"
"GRMZM2G101938","GRMZM2G320298","0.0113890797967275"
"GRMZM2G377904","GRMZM2G513713","0.0113740590045061"
"GRMZM2G320298","GRMZM2G116881","0.0113693406734163"
"GRMZM2G088834","GRMZM2G152373","0.0113665588753021"
"GRMZM2G012966","GRMZM2G419267","0.0113234216713971"
"GRMZM2G149230","GRMZM2G477340","0.0113230835764417"
"GRMZM2G460861","GRMZM2G394237","0.0113218286800545"
"GRMZM2G075502","GRMZM2G021514","0.0113141068176217"
"GRMZM2G301208","GRMZM2G157481","0.0113105412517823"
"GRMZM2G107609","GRMZM2G177169","0.0113017076783668"
"BC","GRMZM2G042516","0.0112959476272075"
"GRMZM2G088834","GRMZM2G362281","0.0112693706171106"
"GRMZM2G438438","GRMZM2G375675","0.0112684740181976"
"GRMZM2G108457","GRMZM2G042516","0.0112492079979617"
"GRMZM5G854880","GRMZM2G042488","0.0112322971753946"
"GRMZM2G472945","GRMZM2G477340","0.011227266426972"
"AC203754.4_FG008","GRMZM2G042516","0.0112256278928069"
"GRMZM2G067350","GRMZM2G037335","0.0112140086494349"
"GRMZM2G107609","GRMZM2G089491","0.0112014449570014"
"GRMZM2G031568","GRMZM2G301885","0.011179849675677"
"GRMZM2G035592","GRMZM2G177169","0.0111694801974257"
"GRMZM2G116881","GRMZM2G314546","0.011165558510261"
"GRMZM2G300348","GRMZM2G072850","0.0111167019776073"
"GRMZM2G375675","GRMZM2G028129","0.0111076596044498"
"GRMZM2G154460","GRMZM2G068575","0.0111029604362641"
"GRMZM2G128214","GRMZM2G107609","0.0110800822026777"
"GRMZM2G477340","GRMZM2G057690","0.0110792712387876"
"GRMZM2G100727","GRMZM2G021514","0.0110774449169169"
"GRMZM2G331833","GRMZM2G513713","0.0110718249304546"
"GRMZM2G137375","GRMZM2G513713","0.0110697967785631"
"GRMZM2G152135","GRMZM2G042488","0.0110594741128199"
"GRMZM2G067350","GRMZM2G068575","0.0110527209941389"
"GRMZM2G362281","GRMZM2G137375","0.0110511088346077"
"GRMZM2G429899","GRMZM2G028252","0.011046585755418"
"LUT","GRMZM2G149230","0.0110437024623732"
"GRMZM2G177169","GRMZM2G477340","0.0110386910337559"
"GRMZM2G154460","GRMZM2G513713","0.0110169682184916"
"ZEA","GRMZM2G151706","0.0110132221244085"
"GRMZM2G331833","GRMZM2G314546","0.0110123379839165"
"GRMZM2G331833","GRMZM2G042506","0.0110089119941715"
"GRMZM2G174236","AC203754.4_FG008","0.0109783105945701"
"GRMZM2G429899","GRMZM2G340807","0.0109709321575121"
"GRMZM2G075502","GRMZM2G042506","0.0109667508833449"
"GRMZM2G170742","GRMZM2G301208","0.0109581897141195"
"GRMZM5G838420","GRMZM2G028129","0.0109551370715428"
"AC","GRMZM2G152135","0.0109505177350359"
"GRMZM2G151706","GRMZM2G460861","0.0109350055892419"
"GRMZM2G377904","GRMZM2G089565","0.010932983871476"
"Bcry","GRMZM5G871419","0.0109253033594079"
"GRMZM2G047720","GRMZM2G151107","0.0109059044882928"
"GRMZM2G152373","AC206840.3_FG002","0.0108831015125996"
"GRMZM2G152447","GRMZM2G151107","0.010875350024627"
"GRMZM2G460861","GRMZM2G108919","0.0108674035568993"
"GRMZM2G089491","GRMZM2G021433","0.010862526891709"
"GRMZM2G012966","GRMZM5G838420","0.0108599159931066"
"GRMZM2G047720","GRMZM2G071270","0.0108583274970486"
"GRMZM2G088834","GRMZM2G142776","0.0108458364507122"
"GRMZM2G331833","GRMZM2G101938","0.0108431641594633"
"GRMZM2G472945","GRMZM2G320298","0.0108168805218349"
"Bcry","GRMZM2G042506","0.0108005770449089"
"GRMZM2G149230","GRMZM2G513713","0.0107997614331653"
"GRMZM2G021433","GRMZM2G072850","0.0107883976664035"
"GRMZM2G331833","GRMZM2G154078","0.0107860268004857"
"GRMZM2G170742","GRMZM5G871419","0.0107835570611749"
"GRMZM2G152373","GRMZM2G021433","0.0107753597386541"
"GRMZM2G429899","GRMZM2G174236","0.0107750716251733"
"GRMZM2G154460","GRMZM2G135314","0.0107412651902481"
"GRMZM2G157481","AC206840.3_FG002","0.0107392583699556"
"GRMZM2G088919","GRMZM2G375675","0.0107369152801846"
"GRMZM2G147145","AC203754.4_FG008","0.0107257218662186"
"Bcry","GRMZM2G151706","0.010724814723839"
"GRMZM2G174860","GRMZM2G174621","0.0107217551019599"
"GRMZM5G838420","GRMZM2G301885","0.0106973434077993"
"GRMZM2G701389","GRMZM2G172794","0.0106904522649409"
"GRMZM2G151706","GRMZM2G701389","0.0106794539673407"
"GRMZM2G149442","GRMZM2G419267","0.0106794478212157"
"BC","GRMZM2G067350","0.0106753704431063"
"GRMZM2G021514","GRMZM2G072850","0.0106733199625377"
"GRMZM2G035592","AC203754.4_FG008","0.0106663262638442"
"GRMZM2G010353","AC208559.3_FG003","0.0106633289798859"
"GRMZM2G035592","GRMZM2G314546","0.0106517487727813"
"GRMZM2G020594","GRMZM2G035592","0.0106423325812837"
"GRMZM2G340807","GRMZM2G035592","0.0106416214272085"
"GRMZM2G438438","GRMZM2G042516","0.0106378772420976"
"GRMZM2G126812","GRMZM2G028129","0.0106341072638003"
"GRMZM2G088919","GRMZM2G010353","0.0106241162245018"
"GRMZM2G075502","GRMZM2G126812","0.010617749666476"
"GRMZM2G104955","GRMZM2G320298","0.0105959947893616"
"GRMZM2G071270","GRMZM2G012498","0.0105879515868338"
"GRMZM2G149442","GRMZM2G017678","0.0105820626388132"
"GRMZM2G300348","GRMZM2G108919","0.0105762833188483"
"GRMZM2G314546","GRMZM5G881088","0.0105666146395485"
"GRMZM2G131907","AC203754.4_FG008","0.0105418188926218"
"GRMZM2G107609","GRMZM2G116881","0.0105412549049421"
"GRMZM2G108457","GRMZM2G057690","0.0105345408617953"
"GRMZM2G075502","GRMZM2G135314","0.0105305266992559"
"GRMZM2G154460","GRMZM2G167492","0.0105258534998542"
"GRMZM2G149230","GRMZM2G131907","0.0105239857661126"
"GRMZM2G088834","GRMZM2G036409","0.0105217253633877"
"GRMZM2G131907","GRMZM2G081464","0.0105190177060923"
"GRMZM2G071270","GRMZM5G838420","0.0105174388193205"
"GRMZM2G701389","GRMZM2G147145","0.0105125764790226"
"GRMZM2G088834","AC206840.3_FG002","0.0105061705001818"
"GRMZM2G137375","GRMZM2G126812","0.0105028163506033"
"GRMZM2G151706","GRMZM2G157481","0.0104921612241876"
"GRMZM2G419267","GRMZM2G057690","0.0104901692488549"
"GRMZM2G032222","GRMZM2G036409","0.0104894779652594"
"GRMZM5G856837","GRMZM2G135314","0.0104853250912469"
"GRMZM2G101938","GRMZM2G017678","0.0104841595927103"
"GRMZM2G174860","GRMZM2G177169","0.010462341597284"
"BC","GRMZM2G377904","0.0104495382637976"
"GRMZM2G147145","GRMZM2G327199","0.0104382475441502"
"GRMZM2G300348","GRMZM2G154078","0.0104216376191693"
"GRMZM2G102779","AC203754.4_FG008","0.0104203333687195"
"GRMZM2G174236","GRMZM2G477340","0.0104148749332505"
"AC","GRMZM2G175258","0.0104142525435224"
"GRMZM5G854880","GRMZM2G314546","0.0104082378659985"
"GRMZM2G310362","GRMZM2G152447","0.010407411560923"
"GRMZM2G067350","GRMZM2G081464","0.0104059429812784"
"LUT","GRMZM2G177169","0.0103824393173393"
"GRMZM2G459432","GRMZM2G031568","0.0103781856671773"
"BC","GRMZM2G701389","0.0103654651333267"
"GRMZM2G154460","GRMZM2G072850","0.0103538410193619"
"GRMZM5G838420","GRMZM2G177169","0.0103518876331059"
"Bcry","GRMZM2G126812","0.0103435624667732"
"GRMZM2G310362","GRMZM2G174621","0.0103428761555039"
"GRMZM2G067350","GRMZM2G340807","0.0103248764129226"
"GRMZM2G102779","GRMZM2G157481","0.0103243311203151"
"GRMZM2G109547","GRMZM2G477340","0.0103171468970643"
"GRMZM2G020594","GRMZM2G021433","0.0102725348551914"
"GRMZM2G310362","GRMZM2G149230","0.0102670115058726"
"GRMZM2G131907","GRMZM2G327199","0.0102584545261119"
"GRMZM2G037335","GRMZM2G035592","0.0102521499114178"
"GRMZM2G088919","GRMZM2G152373","0.0102506408301983"
"GRMZM2G082180","GRMZM2G020594","0.0102501552140227"
"GRMZM2G108919","GRMZM2G120069","0.0102371906040797"
"GRMZM2G100727","GRMZM2G042516","0.0102178876201421"
"GRMZM2G089491","GRMZM2G135314","0.0102174344250744"
"GRMZM2G177866","GRMZM2G301885","0.0102165182311341"
"BC","GRMZM2G102779","0.0102071009472185"
"GRMZM2G012966","GRMZM5G871419","0.0101916002454773"
"GRMZM2G101938","GRMZM2G089565","0.0101897385808401"
"GRMZM2G088834","GRMZM5G856837","0.0101684944751815"
"GRMZM2G082180","AC203754.4_FG008","0.0101635603121132"
"GRMZM2G170351","GRMZM5G864903","0.0101590383584002"
"GRMZM2G175258","GRMZM2G010353","0.0101483238739705"
"GRMZM2G310362","GRMZM2G320298","0.0101427425969937"
"GRMZM2G152447","GRMZM2G035592","0.0101340557394296"
"GRMZM2G131907","GRMZM2G052111","0.0101236260644501"
"GRMZM2G012966","GRMZM5G864903","0.0101097111917834"
"GRMZM2G089565","GRMZM2G042506","0.010103220319453"
"Bcry","GRMZM2G175258","0.0101024791774306"
"GRMZM2G157481","GRMZM2G135314","0.0100921643849612"
"GRMZM2G010353","GRMZM5G838420","0.0100848033682254"
"GRMZM2G701389","GRMZM2G154460","0.0100814215246944"
"GRMZM2G032222","GRMZM2G362281","0.0100800814332197"
"GRMZM2G149442","GRMZM2G177169","0.0100739762543637"
"GRMZM2G036409","GRMZM5G871419","0.0100686340254367"
"GRMZM2G035592","GRMZM2G072850","0.0100616409654423"
"GRMZM2G340807","GRMZM2G068575","0.0100529954208962"
"GRMZM2G104955","GRMZM2G340807","0.0100512227380212"
"GRMZM2G108919","GRMZM2G174949","0.0100433023714811"
"GRMZM2G037335","GRMZM5G854880","0.0100315728700796"
"GRMZM2G088834","GRMZM2G089491","0.0100251587431824"
"GRMZM2G102779","GRMZM2G126812","0.0100093308154989"
"GRMZM2G032222","GRMZM2G167492","0.0100045428096032"
"GRMZM2G088834","GRMZM2G477340","0.00999683225321638"
